Akaka (D-HI)	Alexander (R-TN)	Allard (R-CO)	Allen (R-VA)	Baucus (D-MT)	Bayh (D-IN)	Bennett (R-UT)	Biden (D-DE)	Bingaman (D-NM)	Bond (R-MO)	Boxer (D-CA)	Breaux (D-LA)	Brownback (R-KS)	Bunning (R-KY)	Burns (R-MT)	Byrd (D-WV)	Campbell (R-CO)	Cantwell (D-WA)	Carper (D-DE)	Chafee (R-RI)	Chambliss (R-GA)	Clinton (D-NY)	Cochran (R-MS)	Coleman (R-MN)	Collins (R-ME)	Conrad (D-ND)	Cornyn (R-TX)	Corzine (D-NJ)	Craig (R-ID)	Crapo (R-ID)	Daschle (D-SD)	Dayton (D-MN)	DeWine (R-OH)	Dodd (D-CT)	Dole (R-NC)	Domenici (R-NM)	Dorgan (D-ND)	Durbin (D-IL)	Edwards (D-NC)	Ensign (R-NV)	Enzi (R-WY)	Feingold (D-WI)	Feinstein (D-CA)	Fitzgerald (R-IL)	Frist (R-TN)	Graham (D-FL)	Graham (R-SC)	Grassley (R-IA)	Gregg (R-NH)	Hagel (R-NE)	Harkin (D-IA)	Hatch (R-UT)	Hollings (D-SC)	Hutchison (R-TX)	Inhofe (R-OK)	Inouye (D-HI)	Jeffords (I-VT)	Johnson (D-SD)	Kennedy (D-MA)	Kerry (D-MA)	Kohl (D-WI)	Kyl (R-AZ)	Landrieu (D-LA)	Lautenberg (D-NJ)	Leahy (D-VT)	Levin (D-MI)	Lieberman (D-CT)	Lincoln (D-AR)	Lott (R-MS)	Lugar (R-IN)	McCain (R-AZ)	McConnell (R-KY)	Mikulski (D-MD)	Miller (D-GA)	Murkowski (R-AK)	Murray (D-WA)	Nelson (D-FL)	Nelson (D-NE)	Nickles (R-OK)	Pryor (D-AR)	Reed (D-RI)	Reid (D-NV)	Roberts (R-KS)	Rockefeller (D-WV)	Santorum (R-PA)	Sarbanes (D-MD)	Schumer (D-NY)	Sessions (R-AL)	Shelby (R-AL)	Smith (R-OR)	Snowe (R-ME)	Specter (R-PA)	Stabenow (D-MI)	Stevens (R-AK)	Sununu (R-NH)	Talent (R-MO)	Thomas (R-WY)	Voinovich (R-OH)	Warner (R-VA)	Wyden (D-OR)	outcome	congress	session	date	type	question	prop	out
-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	0 1	d	d	d	d	d	d	d
																																																																																																				class							
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	April 2, 2003, 05:03 PM	 (52 )	Relative to port security.	1/2	Motion to Table Agreed to	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	April 2, 2003, 05:35 PM	 (Motion to Table Landrieu Amdt. No. 452 )	To appropriate $1, 047,000,000 for procurement for the National Guard and Reserves.	1/2	Motion to Table Agreed to	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	-1	1	0	0	-1	1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	108	108-1	April 3, 2003, 01:56 PM	 (Motion to Table Boxer Amdt. No. 472 )	To set aside $30,000,000 for the Department of Homeland Security for research and development and deployment of technology to protect commercial aircraft from the threat posed by man-portable air defense systems.	1/2	Motion to Table Agreed to	
0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	108	108-1	April 3, 2003, 02:27 PM	 (McCain Amdt. No. 481 )	To remove unauthorized and earmarked appropriations.	1/2	Amendment Rejected	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	-1	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	April 3, 2003, 04:46 PM	 (Motion to Table Breaux Amdt. No. 494. )	To allocate additional funds for certain federal homeland security programs.	1/2	Motion to Table Agreed to	
0	1	1	1	0	0	1	0	0	1	0	0	1	-1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	-1	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	April 3, 2003, 06:23 PM	 (Motion to Table Byrd Amdt. No. 508 )	To protect the prerogativs of the Congress in the allocation of homeland security funding.	1/2	Motion to Table Agreed to	
0	1	1	1	1	1	1	0	1	1	0	0	1	-1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	-1	0	1	1	-1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	April 3, 2003, 06:49 PM	 (Motion to Table Hollings Amdt. No. 479 )	To express the sense of the Senate on paying the costs of the war with Iraq.	1/2	Motion to Table Agreed to	
1	1	0	1	0	1	1	0	0	1	1	0	1	-1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	1	0	-1	1	0	0	-1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	108	108-1	April 3, 2003, 07:43 PM	 (Specter Amdt. No. 515 )	To increase funds for Protection and Preparedness of high threat areas under the Office for Domestic Preparedness.	1/2	Amendment Agreed to	
0	1	1	1	0	0	1	0	0	1	0	0	1	-1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	-1	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	April 3, 2003, 08:09 PM	 (Motion to Table Schumer Amdt. No. 514 )	To increase the appropriation for the Office for Domestic Preparedness, Department of Homeland Security, by $2,330,000,000.	1/2	Motion to Table Agreed to	
1	0	0	0	1	1	1	1	1	0	1	1	1	-1	1	-1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	-1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	-1	1	1	1	-1	1	0	1	1	1	1	-1	1	0	1	0	-1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	108	108-1	April 3, 2003, 09:00 PM	 (Kohl Amdt. No. 455 )	To provide humanitarian food assistance in connection with U.S. activities in Iraq.	1/2	Amendment Agreed to	
1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	April 3, 2003, 09:27 PM	 (S.762, As Amended )	An original bill making supplemental appropriations to support Department of Defense operations in Iraq, Department of Homeland Security, and Related Efforts for the fiscal year ending September 30, 2003, and for other purposes.	1/2	Bill Passed	
1	-1	1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	-1	1	1	-1	1	1	1	-1	1	1	1	1	1	-1	-1	1	1	-1	1	1	1	1	1	1	1	1	-1	-1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	1	108	108-1	April 7, 2003, 05:02 PM	 (Confirmation, Cormac J. Carney, of California, to be United States District Judge )	Cormac J. Carney, of California, to be United States District Judge for the Central District of California, vice Carlos R. Moreno, resigned.	1/2	Nomination Confirmed	
1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	108	108-1	April 9, 2003, 12:30 PM	 (Motion to Table Nickles Amdt. No. 527 )	To exclude 25 percent of gain on sales or exchanges of land or water interests to any nonprofit entity for any charitable purpose.	1/2	Motion to Table Agreed to	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	108	108-1	April 9, 2003, 01:00 PM	 (S.476, as Amended. )	An original bill to provide incentives for charitable contributions by individuals and businesses, to improve the public disclosure of activities of exempt organizations, and to enhance the ability of low-income Americans to gain financial security by building assets, and for other purposes	1/2	Bill Passed	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	April 9, 2003, 04:31 PM	 (S.Con.Res. 31 )		1/2	Resolution Agreed to	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	April 9, 2003, 05:01 PM	 (Confirmation Dee D. Drell, of Louisiana, to be U.S. District Judge. )	Dee D. Drell, of Louisiana, to be United States District Judge for the Western District of Louisiana, vice F. A. Little, Jr., retired.	1/2	Nomination Confirmed	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	April 9, 2003, 05:21 PM	 (Confirmation Richard D. Bennett, of Maryland, to be U.S. District Judge. )	Richard D. Bennett, of Maryland, to be United States District Judge for the District of Maryland, vice Frederic N. Smalkin, retired.	1/2	Nomination Confirmed	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	April 10, 2003, 06:40 PM	 (S. 151 Conference Report )	An Act to prevent child abduction and the sexual exploitation of children, and for other purposes.	1/2	Conference Report Agreed to	
0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	-1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	-1	1	1	1	0	1	0	-1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	-1	1	1	1	1	108	108-1	April 10, 2003, 07:06 PM	 (Confirmation: Ross Owen Swimmer, Of Oklahoma, To Be Special Trustee, Office or Speical Trustee For American Indians )	Ross Owen Swimmer, of Oklahoma, to be Special Trustee, Office of Special Trustee for American Indians, Department of the Interior, vice Thomas N. Slonaker, resigned.	1/2	Nomination Confirmed	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	April 11, 2003, 05:15 PM	 (H.Con.Res.95 Conference Report )		1/2	Conference Report Agreed to	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	-1	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	-1	-1	1	1	1	1	0	-1	1	0	0	1	1	0	0	0	-1	0	1	-1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	April 29, 2003, 12:10 PM	 (Confirmation Jeffrey S. Sutton, of Ohio, to be U.S. Circuit Judge for the Sixth Circuit. )	Jeffrey S. Sutton, of Ohio, to be United States Circuit Judge for the Sixth Circuit, vice David A. Nelson, retired.	1/2	Nomination Confirmed	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	April 30, 2003, 01:30 PM	 (S. 196, as Amended )	A bill to establish a digital and wireless network technology program, and for other purposes.	1/2	Bill Passed	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	-1	1	1	1	1	0	1	0	1	-1	0	0	0	0	0	0	1	0	0	0	0	-1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	-1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	108	108-1	May 1, 2003, 10:22 AM	 (Motion to Invoke Cloture on the Nomination of Pricilla R. Owen, of Texas, to be U.S. Circuit Judge )	Priscilla Richman Owen, of Texas, to be United States Circuit Judge for the Fifth Circuit, vice William L. Garwood, retired.	3/5	Cloture Motion Rejected	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	May 1, 2003, 02:06 PM	 (Confirmation: Edward C. Prado, of Texas, To Be U.S. Circuit Judge )	Edward C. Prado, of Texas, to be United States Circuit Judge for the Fifth Circuit, vice Robert M. Parker, retired.	1/2	Nomination Confirmed	
0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	-1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	-1	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	1	1	1	0	0	0	-1	1	1	1	1	1	-1	-1	-1	-1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	-1	0	1	1	1	1	1	1	0	1	108	108-1	May 5, 2003, 04:45 PM	 (Confirmation: Deborah L. Cook, Of Ohio, To Be U.S. Circuit Judge For The Sixth Circuit )	Deborah L. Cook, of Ohio, to be United States Circuit Judge for the Sixth Circuit, vice Alan E. Norris, retired.	1/2	Nomination Confirmed	
0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	-1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	-1	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	-1	0	1	1	1	1	-1	-1	-1	-1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	-1	0	1	1	1	1	1	1	0	0	108	108-1	May 5, 2003, 06:00 PM	 (Motion To Invoke Cloture On The Nomination Of Miguel A. Estrada, Of Virginia, To Be U.S. Circuit Judge )	Miguel A. Estrada, of Virginia, to be United States Circuit Judge for the District of Columbia Circuit, vice Patricia M. Wald, retired.	3/5	Cloture Motion Rejected	
1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	May 6, 2003, 02:30 PM	 (Confirmation Cecilia M. Altonga Of Florida, To Be United States District Judge )	Cecilia M. Altonaga, of Florida, to be United States District Judge for the Southern District of Florida, vice Shelby Highsmith, retired.	1/2	Nomination Confirmed	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	May 8, 2003, 09:43 AM	 (Resolution Of Ratification To Accompany Treaty Doc. 108-4 )	Protocols to the North Atlantic Treaty of 1949 on the Accession of Bulgaria, Estonia, Latvia, Lithuania, Romania, Slovakia, and Slovenia. These protocols were opened for signature at Brussels on March 26, 2003, and signed that day on behalf of the United States and the other parties to the North Atlantic Treaty	2/3	Resolution of Ratification Agreed to	
0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	-1	0	0	1	0	0	0	0	-1	0	1	1	1	1	0	1	-1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	108	108-1	May 8, 2003, 01:45 PM	 (Motion To Invoke Cloture On The Nomination Of Miguel A. Estrada To Be U.S. Cicuit Judge )	Miguel A. Estrada, of Virginia, to be United States Circuit Judge for the District of Columbia Circuit, vice Patricia M. Wald, retired.	3/5	Cloture Motion Rejected	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	-1	0	0	1	0	0	0	0	-1	0	1	1	1	1	0	1	-1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	108	108-1	May 8, 2003, 02:11 PM	 (Motion To Invoke Cloture On The Nomination Of Priscilla R. Owen, To Be U.S. Circuit Judge For The Fifth Circuit )	Priscilla Richman Owen, of Texas, to be United States Circuit Judge for the Fifth Circuit, vice William L. Garwood, retired.	3/5	Cloture Motion Rejected	
1	0	0	0	1	1	0	-1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	-1	0	0	0	0	1	0	1	0	0	0	1	1	-1	-1	0	0	0	1	1	1	-1	0	0	0	0	0	1	0	-1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	108	108-1	May 8, 2003, 04:56 PM	 (Feinstein Amdt. No. 537 )	In the nature of a substitute.	1/2	Amendment Rejected	
1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	-1	1	1	1	1	0	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	May 8, 2003, 05:57 PM	 (S. 113 As Amended )	A bill to exclude United States persons from the definition of "foreign power" under the Foreign Intelligence Surveillance Act of 1978 relating to international terrorism.	1/2	Bill Passed	
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	-1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	-1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	-1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	May 14, 2003, 01:57 PM	 (Motion to Waive CBA re: Reid Amdt. No. 560 )	To ensure that Social Security surpluses are not raided in order to fund tax cuts on corporate dividends.	3/5	Motion Rejected	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	108	108-1	May 15, 2003, 09:23 AM	 (Bunning Amdt. No. 589 )	To amend the Internal Revenue Code of 1986 to repeal the 1993 income tax increase on Social Security benefits.	1/2	Amendment Agreed to	
1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	108	108-1	May 15, 2003, 09:52 AM	 (Motion to Waive C.B.A Dorgan Amdt. No. 556 )	To repeal the 1993 income tax increase on Social Security benefits and to offset the revenue loss.	3/5	Motion Rejected	
0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	108	108-1	May 15, 2003, 10:14 AM	 (Specter Amdt No. 569 )	To urge the Senate Finance Committee and the Joint Economic Committee to hold hearings and consider legislation providing for a flat tax.	1/2	Amendment Agreed to	
1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	May 15, 2003, 10:33 AM	 (Motion to Waive C.B.A. Re: Baucus Amdt. No. 570 )	To ensure that the limit on refundability shall not apply to the additional $400 child credit for 2003, to make the dividend exclusion effective for taxable years beginning in 2003, and to eliminate the increase in the dividend exclusion from 10 percent to 20 percent of dividends over $500.	3/5	Motion Rejected	
1	0	-1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	108	108-1	May 15, 2003, 10:52 AM	 (Motion To Waive C.B.A. Kennedy Amdt No. 544 )	To provide for additional weeks of temporary extended unemployment compensation and to provide for a program of temporary enhanced regular unemployment compensation, and for other purposes.	3/5	Motion Rejected	
